name,tcp_packets,dist_port_tcp,external_ips,volume_bytes,udp_packets,tcp_urg_packet,source_app_packets,remote_app_packets,source_app_bytes,remote_app_bytes,duracion,avg_local_pkt_rate,avg_remote_pkt_rate,source_app_packets.1,dns_query_times,type,date
AntiVirus,26,26.0,2.0,6844,0.0,0.0,28,20,10612,6995,,,,28,2,benign,27/09/2023
AntiVirus,6,0.0,2.0,444,0.0,0.0,9,3,482,665,,,,9,3,benign,28/09/2023
AntiVirus,117,30.0,5.0,16518,0.0,0.0,129,95,11657,17448,,,,129,12,benign,29/09/2023
AntiVirus,28,6.0,4.0,4795,0.0,0.0,33,28,3917,5198,,,,33,5,benign,30/09/2023
AntiVirus,175,0.0,6.0,13014,0.0,0.0,181,365,495516,13474,,,,181,6,benign,01/10/2023
AntiVirus,59,0.0,3.0,7493,0.0,0.0,63,66,23734,7797,,,,63,4,benign,02/10/2023
AntiVirus,28,6.0,5.0,4768,0.0,0.0,33,28,3931,5172,,,,33,5,benign,03/10/2023
AntiVirus,18,0.0,3.0,2198,0.0,0.0,21,19,2616,2422,,,,21,3,benign,04/10/2023
AntiVirus,36,6.0,3.0,3911,0.0,0.0,39,33,5101,4140,,,,39,3,benign,???????
AntiVirus,101,0.0,9.0,22137,0.0,0.0,112,95,19885,22981,,,,112,11,benign,???????
AntiVirus,0,0.0,0.0,0,0.0,0.0,2,2,257,143,,,,2,2,benign,???????
AntiVirus,18,0.0,3.0,2859,0.0,0.0,21,20,2343,3081,,,,21,3,benign,???????
AntiVirus,150,0.0,4.0,11113,0.0,0.0,156,337,456969,11600,,,,156,6,benign,???????
AntiVirus,12,0.0,2.0,2025,0.0,0.0,14,14,1438,2171,,,,14,2,benign,???????
AntiVirus,110,0.0,8.0,24132,0.0,0.0,122,109,27521,25063,,,,122,12,benign,???????
AntiVirus,6,0.0,1.0,889,0.0,0.0,7,6,819,975,,,,7,1,benign,???????
AntiVirus,8,0.0,1.0,2007,0.0,0.0,9,8,1376,2080,,,,9,1,benign,???????
AntiVirus,6,0.0,1.0,881,0.0,0.0,7,6,819,967,,,,7,1,benign,???????
AntiVirus,167,0.0,6.0,21323,0.0,0.0,176,200,153720,22039,,,,176,9,benign,???????
AntiVirus,207,0.0,3.0,26815,0.0,0.0,210,287,272887,27047,,,,210,3,benign,???????
AntiVirus,6,0.0,1.0,887,0.0,0.0,7,6,819,973,,,,7,1,benign,???????
AntiVirus,185,0.0,6.0,23028,0.0,0.0,196,221,184194,23907,,,,196,11,benign,???????
AntiVirus,6,0.0,1.0,1152,0.0,0.0,7,7,815,1226,,,,7,1,benign,???????
AntiVirus,31,0.0,3.0,5301,0.0,0.0,34,29,4428,5538,,,,34,3,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,98,0.0,6.0,22252,0.0,0.0,108,96,21448,23041,,,,108,10,benign,???????
AntiVirus,6,6.0,1.0,1025,0.0,0.0,8,7,999,1178,,,,8,2,benign,???????
AntiVirus,6,0.0,1.0,1075,0.0,0.0,7,7,654,1149,,,,7,1,benign,???????
AntiVirus,111,0.0,5.0,20808,0.0,0.0,116,166,160528,21178,,,,116,5,benign,???????
AntiVirus,6,0.0,1.0,1355,0.0,0.0,7,6,880,1428,,,,7,1,benign,???????
AntiVirus,101,0.0,8.0,22881,0.0,0.0,112,94,21161,23757,,,,112,11,benign,???????
AntiVirus,91,0.0,9.0,21137,0.0,0.0,102,91,19334,21981,,,,102,11,benign,???????
AntiVirus,53,25.0,5.0,6962,0.0,0.0,59,36,4623,7454,,,,59,6,benign,???????
AntiVirus,26,0.0,3.0,7169,0.0,0.0,29,25,4553,7379,,,,29,3,benign,???????
AntiVirus,28,6.0,4.0,4803,0.0,0.0,33,28,3948,5206,,,,33,5,benign,???????
AntiVirus,106,0.0,9.0,22743,0.0,0.0,116,98,20266,23516,,,,116,10,benign,???????
AntiVirus,96,0.0,9.0,22076,0.0,0.0,108,96,19984,23007,,,,108,12,benign,???????
AntiVirus,6,0.0,1.0,444,0.0,0.0,7,1,170,519,,,,7,1,benign,???????
AntiVirus,104,0.0,7.0,23297,0.0,0.0,113,100,21044,23999,,,,113,9,benign,???????
AntiVirus,33,0.0,1.0,4452,0.0,0.0,34,29,2888,4530,,,,34,1,benign,???????
AntiVirus,135,0.0,6.0,22667,0.0,0.0,141,181,161606,23118,,,,141,6,benign,???????
AntiVirus,109,0.0,6.0,24061,0.0,0.0,120,100,21391,24937,,,,120,11,benign,???????
AntiVirus,35,0.0,2.0,3812,0.0,0.0,37,50,59039,3974,,,,37,2,benign,???????
AntiVirus,21,0.0,3.0,2270,0.0,0.0,25,20,3549,2582,,,,25,4,benign,???????
AntiVirus,44,0.0,1.0,5670,0.0,0.0,46,39,4922,5830,,,,46,2,benign,???????
AntiVirus,94,0.0,7.0,21848,0.0,0.0,103,92,19355,22550,,,,103,9,benign,???????
AntiVirus,99,0.0,7.0,23633,0.0,0.0,111,93,18957,24589,,,,111,12,benign,???????
AntiVirus,88,0.0,7.0,22265,0.0,0.0,97,84,18822,22967,,,,97,9,benign,???????
AntiVirus,44,0.0,1.0,5487,0.0,0.0,46,39,4923,5647,,,,46,2,benign,???????
AntiVirus,101,0.0,10.0,22172,0.0,0.0,112,95,19824,23016,,,,112,11,benign,???????
AntiVirus,104,0.0,8.0,22103,0.0,0.0,113,94,19244,22795,,,,113,9,benign,???????
AntiVirus,140,20.0,6.0,16495,0.0,0.0,149,155,155362,17238,,,,149,9,benign,???????
AntiVirus,40,0.0,2.0,3578,0.0,0.0,42,49,50459,3726,,,,42,2,benign,???????
AntiVirus,133,0.0,3.0,9232,0.0,0.0,136,315,454762,9461,,,,136,3,benign,???????
AntiVirus,18,0.0,3.0,2787,0.0,0.0,22,29,4112,3092,,,,22,4,benign,???????
AntiVirus,56,0.0,3.0,8610,0.0,0.0,60,54,5691,8912,,,,60,4,benign,???????
AntiVirus,101,0.0,9.0,21892,0.0,0.0,111,94,19551,22665,,,,111,10,benign,???????
AntiVirus,102,0.0,9.0,22103,0.0,0.0,112,95,21280,22876,,,,112,10,benign,???????
AntiVirus,103,0.0,7.0,21886,0.0,0.0,113,94,20835,22665,,,,113,10,benign,???????
AntiVirus,95,0.0,7.0,21671,0.0,0.0,105,93,20890,22444,,,,105,10,benign,???????
AntiVirus,103,0.0,8.0,22251,0.0,0.0,113,95,19453,23040,,,,113,10,benign,???????
AntiVirus,109,0.0,9.0,22672,0.0,0.0,120,100,21815,23516,,,,120,11,benign,???????
AntiVirus,205,0.0,7.0,24111,0.0,0.0,216,228,186199,24990,,,,216,11,benign,???????
AntiVirus,188,0.0,6.0,23365,0.0,0.0,198,212,182070,24157,,,,198,10,benign,???????
AntiVirus,7,0.0,1.0,1063,0.0,0.0,10,9,1071,1283,,,,10,3,benign,???????
AntiVirus,36,6.0,3.0,3911,0.0,0.0,39,33,5098,4140,,,,39,3,benign,???????
AntiVirus,124,0.0,4.0,12170,0.0,0.0,129,126,75090,12553,,,,129,5,benign,???????
AntiVirus,93,0.0,7.0,21797,0.0,0.0,102,91,19374,22499,,,,102,9,benign,???????
AntiVirus,103,0.0,9.0,23771,0.0,0.0,118,104,22670,24963,,,,118,15,benign,???????
AntiVirus,0,0.0,0.0,0,0.0,0.0,1,1,132,77,,,,1,1,benign,???????
AntiVirus,185,0.0,6.0,22173,0.0,0.0,194,203,156444,22889,,,,194,9,benign,???????
AntiVirus,5,0.0,1.0,571,0.0,0.0,6,5,564,655,,,,6,1,benign,???????
AntiVirus,10,4.0,2.0,1315,0.0,0.0,11,7,1100,1387,,,,11,1,benign,???????
AntiVirus,36,0.0,3.0,6711,0.0,0.0,39,35,4844,6948,,,,39,3,benign,???????
AntiVirus,6,0.0,1.0,883,0.0,0.0,7,6,819,969,,,,7,1,benign,???????
AntiVirus,102,0.0,9.0,23064,0.0,0.0,112,94,21178,23837,,,,112,10,benign,???????
AntiVirus,17,0.0,2.0,1384,0.0,0.0,19,12,9897,1532,,,,19,2,benign,???????
AntiVirus,209,0.0,7.0,24552,0.0,0.0,219,229,186154,25344,,,,219,10,benign,???????
AntiVirus,245,0.0,8.0,26486,0.0,0.0,255,252,223687,27277,,,,255,10,benign,???????
AntiVirus,6,0.0,1.0,889,0.0,0.0,7,6,819,975,,,,7,1,benign,???????
AntiVirus,6,0.0,1.0,1175,0.0,0.0,7,7,647,1249,,,,7,1,benign,???????
AntiVirus,246,0.0,2.0,19507,0.0,0.0,251,378,371627,19878,,,,251,5,benign,???????
AntiVirus,257,0.0,2.0,20591,0.0,0.0,262,379,365140,20962,,,,262,5,benign,???????
AntiVirus,6,0.0,1.0,887,0.0,0.0,7,6,819,973,,,,7,1,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,119,0.0,8.0,24677,0.0,0.0,131,115,31778,25608,,,,131,12,benign,???????
AntiVirus,168,0.0,6.0,20678,0.0,0.0,177,190,155407,21394,,,,177,9,benign,???????
AntiVirus,190,0.0,5.0,23803,0.0,0.0,200,214,164076,24606,,,,200,10,benign,???????
AntiVirus,200,0.0,11.0,33625,0.0,0.0,214,250,189287,34701,,,,214,14,benign,???????
AntiVirus,31,0.0,3.0,4165,0.0,0.0,34,30,8698,4402,,,,34,3,benign,???????
AntiVirus,202,0.0,7.0,24023,0.0,0.0,216,230,186568,25163,,,,216,14,benign,???????
AntiVirus,89,2.0,4.0,9268,0.0,0.0,92,115,132346,9495,,,,92,3,benign,???????
AntiVirus,117,0.0,4.0,13366,0.0,0.0,121,155,148126,13679,,,,121,4,benign,???????
AntiVirus,10,4.0,2.0,1313,0.0,0.0,11,7,1100,1385,,,,11,1,benign,???????
AntiVirus,91,0.0,6.0,22016,0.0,0.0,103,91,20873,22979,,,,103,12,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,110,1.0,4.0,10034,0.0,0.0,113,119,131247,10261,,,,113,3,benign,???????
AntiVirus,108,0.0,8.0,23059,0.0,0.0,120,101,20577,24006,,,,120,12,benign,???????
AntiVirus,36,6.0,3.0,3911,0.0,0.0,39,33,5100,4140,,,,39,3,benign,???????
AntiVirus,179,0.0,6.0,21380,0.0,0.0,188,206,184800,22091,,,,188,9,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,104,0.0,7.0,23245,0.0,0.0,113,101,26811,23947,,,,113,9,benign,???????
AntiVirus,72,72.0,3.0,6714,0.0,0.0,84,72,7285,7599,,,,84,12,benign,???????
AntiVirus,227,0.0,9.0,33606,0.0,0.0,241,238,165672,34693,,,,241,14,benign,???????
AntiVirus,254,0.0,8.0,28181,0.0,0.0,267,263,229989,29233,,,,267,13,benign,???????
AntiVirus,33,0.0,1.0,8974,0.0,0.0,34,31,4482,9048,,,,34,1,benign,???????
AntiVirus,6,0.0,1.0,877,0.0,0.0,7,6,819,963,,,,7,1,benign,???????
AntiVirus,130,0.0,10.0,27108,0.0,0.0,143,129,53914,28115,,,,143,13,benign,???????
AntiVirus,248,0.0,8.0,27576,0.0,0.0,260,274,253662,28535,,,,260,12,benign,???????
AntiVirus,270,0.0,9.0,29240,0.0,0.0,281,293,268974,30112,,,,281,11,benign,???????
AntiVirus,214,0.0,6.0,24896,0.0,0.0,230,241,191512,26210,,,,230,16,benign,???????
AntiVirus,28,0.0,3.0,5099,0.0,0.0,31,29,3264,5336,,,,31,3,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,37,0.0,2.0,3918,0.0,0.0,39,49,59113,4080,,,,39,2,benign,???????
AntiVirus,10,4.0,2.0,1313,0.0,0.0,11,7,1100,1385,,,,11,1,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,6,0.0,1.0,888,0.0,0.0,7,6,819,974,,,,7,1,benign,???????
AntiVirus,192,0.0,7.0,22844,0.0,0.0,202,218,185187,23636,,,,202,10,benign,???????
AntiVirus,163,3.0,4.0,13731,0.0,0.0,166,205,254500,13958,,,,166,3,benign,???????
AntiVirus,6,0.0,1.0,889,0.0,0.0,7,6,819,975,,,,7,1,benign,???????
AntiVirus,6,0.0,1.0,884,0.0,0.0,7,6,819,970,,,,7,1,benign,???????
AntiVirus,210,0.0,6.0,23973,0.0,0.0,221,228,183360,24852,,,,221,11,benign,???????
AntiVirus,297,0.0,4.0,22224,0.0,0.0,301,518,717234,22532,,,,301,4,benign,???????
AntiVirus,129,0.0,8.0,24880,0.0,0.0,139,118,23139,25653,,,,139,10,benign,???????
AntiVirus,13,13.0,1.0,1666,0.0,0.0,15,14,6230,1824,,,,15,2,benign,???????
AntiVirus,132,0.0,6.0,22475,0.0,0.0,138,179,161413,22926,,,,138,6,benign,???????
AntiVirus,605,29.0,5.0,41260,0.0,0.0,610,667,865243,41644,,,,610,5,benign,???????
AntiVirus,28,6.0,5.0,4787,0.0,0.0,33,28,3938,5190,,,,33,5,benign,???????
AntiVirus,82,0.0,7.0,22201,0.0,0.0,91,85,19809,22903,,,,91,9,benign,???????
AntiVirus,91,0.0,7.0,21270,0.0,0.0,100,89,18865,21972,,,,100,9,benign,???????
AntiVirus,6,0.0,1.0,1065,0.0,0.0,7,7,654,1139,,,,7,1,benign,???????
AntiVirus,36,6.0,3.0,3911,0.0,0.0,39,33,5099,4140,,,,39,3,benign,???????
AntiVirus,44,0.0,1.0,5415,0.0,0.0,46,39,4921,5575,,,,46,2,benign,???????
AntiVirus,105,0.0,9.0,22465,0.0,0.0,115,97,21132,23238,,,,115,10,benign,???????
AntiVirus,99,0.0,1.0,14526,0.0,0.0,105,99,7782,15006,,,,105,6,benign,???????
AntiVirus,116,0.0,7.0,23609,0.0,0.0,126,104,22459,24398,,,,126,10,benign,???????
AntiVirus,66,0.0,6.0,16564,0.0,0.0,74,84,19677,17185,,,,74,8,benign,???????
AntiVirus,33,0.0,1.0,4469,0.0,0.0,34,29,2888,4547,,,,34,1,benign,???????
AntiVirus,12,0.0,2.0,888,0.0,0.0,14,2,353,1051,,,,14,2,benign,???????
AntiVirus,59,0.0,2.0,11225,0.0,0.0,62,53,4748,11450,,,,62,3,benign,???????
AntiVirus,44,0.0,1.0,5562,0.0,0.0,46,39,4921,5722,,,,46,2,benign,???????
AntiVirus,6,0.0,1.0,1144,0.0,0.0,7,7,984,1218,,,,7,1,benign,???????
AntiVirus,96,0.0,8.0,21903,0.0,0.0,107,90,20391,22763,,,,107,11,benign,???????
AntiVirus,0,0.0,0.0,0,0.0,0.0,1,1,155,84,,,,1,1,benign,???????
AntiVirus,107,0.0,9.0,22547,0.0,0.0,117,98,21463,23320,,,,117,10,benign,???????
AntiVirus,103,0.0,9.0,22027,0.0,0.0,114,96,19484,22887,,,,114,11,benign,???????
AntiVirus,1041,14.0,7.0,69098,0.0,0.0,1049,3360,4979573,69727,,,,1049,8,benign,???????
AntiVirus,87,0.0,7.0,20817,0.0,0.0,97,88,18910,21590,,,,97,10,benign,???????
AntiVirus,91,0.0,7.0,21943,0.0,0.0,103,94,20884,22890,,,,103,12,benign,???????
AntiVirus,75,0.0,7.0,19604,0.0,0.0,84,78,18107,20306,,,,84,9,benign,???????
AntiVirus,99,0.0,8.0,23652,0.0,0.0,110,98,21726,24512,,,,110,11,benign,???????
AntiVirus,41,0.0,1.0,7017,0.0,0.0,42,28,3609,7087,,,,42,1,benign,???????
AntiVirus,31,0.0,2.0,5449,0.0,0.0,33,27,3844,5594,,,,33,2,benign,???????
AntiVirus,112,0.0,4.0,10382,0.0,0.0,117,114,72424,10765,,,,117,5,benign,???????
AntiVirus,24,0.0,3.0,2690,0.0,0.0,27,23,3221,2918,,,,27,3,benign,???????
AntiVirus,100,0.0,7.0,23043,0.0,0.0,109,98,20645,23745,,,,109,9,benign,???????
AntiVirus,109,0.0,7.0,24402,0.0,0.0,122,109,22584,25452,,,,122,13,benign,???????
AntiVirus,44,0.0,1.0,5532,0.0,0.0,46,39,4923,5692,,,,46,2,benign,???????
AntiVirus,11,0.0,2.0,1801,0.0,0.0,13,11,1680,1947,,,,13,2,benign,???????
AntiVirus,96,0.0,7.0,22267,0.0,0.0,106,94,19722,23040,,,,106,10,benign,???????
AntiVirus,99,0.0,8.0,21890,0.0,0.0,109,95,20984,22663,,,,109,10,benign,???????
AntiVirus,127,0.0,8.0,26749,0.0,0.0,139,125,53438,27685,,,,139,12,benign,???????
AntiVirus,117,0.0,4.0,12720,0.0,0.0,121,152,147960,13033,,,,121,4,benign,???????
AntiVirus,89,0.0,7.0,21573,0.0,0.0,98,89,19272,22275,,,,98,9,benign,???????
AntiVirus,209,0.0,7.0,24419,0.0,0.0,221,231,186461,25385,,,,221,12,benign,???????
AntiVirus,7,0.0,1.0,1063,0.0,0.0,10,9,1071,1283,,,,10,3,benign,???????
AntiVirus,93,0.0,7.0,21433,0.0,0.0,103,91,19132,22222,,,,103,10,benign,???????
AntiVirus,5,0.0,1.0,565,0.0,0.0,6,6,613,643,,,,6,1,benign,???????
